# ws,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9 # first row is center of energy bin
1.381809095452273795e+01,4.091959008690354567e-48,1.967547336028229057e-33,1.826323225347665365e-21,3.272579914492000080e-12,1.132043316678403772e-05,7.559550900490981384e-02,9.745163101103760939e-01,2.425171158293813051e-02,1.165080257819404354e-06,1.080511660031611952e-13
1.384307846076961468e+01,2.578280144787464930e-48,1.340405865097522664e-33,1.345244026349272655e-21,2.606309523535741840e-12,9.747900234338529514e-06,7.038114477012082093e-02,9.809835916980557124e-01,2.639534398180688399e-02,1.371049311038429806e-06,1.374798310269896172e-13
1.386806596701648964e+01,1.622950379790140886e-48,9.122707648810553072e-34,9.899216223710792411e-22,2.073662287275966107e-12,8.385624562097918460e-06,6.546255705998797747e-02,9.865308767635423415e-01,2.870044070560203581e-02,1.611857389519573914e-06,1.747530762924106579e-13
1.389305347326336637e+01,1.020602640730447254e-48,6.202796076756714182e-34,7.277410227064927977e-22,1.648262492397657151e-12,7.206693654501925494e-06,6.082833268318994790e-02,9.911421138677799503e-01,3.117641063765476742e-02,1.893112671355979615e-06,2.219151630176190594e-13
1.391804097951024310e+01,6.411866059861851315e-49,4.213350199191023126e-34,5.344772339521736528e-22,1.308853475847607903e-12,6.187468716398469780e-06,5.646705885989582174e-02,9.948039137877709992e-01,3.383295793303661009e-02,2.221276481057452910e-06,2.815304884840106454e-13
1.394302848575711984e+01,4.024282903437717290e-49,2.859195949733612044e-34,3.921551056643801976e-22,1.038321850491782118e-12,5.307210081746200687e-06,5.236736610266564534e-02,9.975056142893062860e-01,3.668006803233547081e-02,2.603784769403127624e-06,3.568126131886420113e-13
1.396801599200399835e+01,2.523299918875153376e-49,1.938369601266143907e-34,2.874503516556937388e-22,8.229041722545475049e-13,4.547742332103794067e-06,4.851796784010965063e-02,9.992393318526521240e-01,3.972799104795953634e-02,3.049185559858061938e-06,4.517844412916547725e-13
1.399300349825087508e+01,1.580613008689580532e-49,1.312821162130833254e-34,2.104961335347377660e-22,6.515426399566897418e-13,3.893155310455276122e-06,4.490769679344616683e-02,1.000000000000000000e+00,4.298722240042174986e-02,3.567294256371514629e-06,5.714768614129131308e-13
1.401799100449775182e+01,9.891417616899450659e-50,8.882819868260048293e-35,1.539932588562020190e-22,5.153624003494350476e-13,3.329537546828246696e-06,4.152553813670305238e-02,9.997853939638949861e-01,4.646848059122980767e-02,4.169368902481326795e-06,7.221748159548043364e-13
1.404297851074462677e+01,6.183976529441829813e-50,6.004439176909536232e-35,1.125474357596936699e-22,4.072479673818781486e-13,2.844738904038255544e-06,3.836065949019799859e-02,9.985961415285414811e-01,5.018268200985884914e-02,4.868307692674698159e-06,9.117217932481100840e-13
1.406796601699150351e+01,3.862366086165504608e-50,4.054808541214219481e-35,8.217615324624664123e-23,3.215003341156641200e-13,2.428159525073305120e-06,3.540243781404539547e-02,9.964357199700492052e-01,5.414091268488841618e-02,5.678871264631165656e-06,1.149896205195286769e-12
1.409295352323838024e+01,2.409990583346713307e-50,2.735549409770428552e-35,5.994215035188736215e-23,2.535597062156991808e-13,2.070562418588217335e-06,3.264048328379576258e-02,9.933104391164930824e-01,5.835439690372973970e-02,6.617932545966890216e-06,1.448876116665785123e-12
1.411794102948525698e+01,1.502289266419913554e-50,1.843720490699656934e-35,4.368125804800687595e-23,1.997815412813981222e-13,1.763907256260944615e-06,3.006466024388184527e-02,9.892294106432810707e-01,6.283446264151067162e-02,7.704757192023878757e-06,1.823812443357131293e-12
1.414292853573213193e+01,9.355523436441076913e-51,1.241429065752874499e-35,3.180052318428751327e-23,1.572558414598051998e-13,1.501203176017905220e-06,2.766510534638011443e-02,9.842045038129427770e-01,6.759250375757609730e-02,8.961317932614772602e-06,2.293535166168308903e-12
1.416791604197900867e+01,5.820481670271423013e-51,8.350741582665961691e-36,2.312861891594300903e-23,1.236615034933821741e-13,1.276378589055161871e-06,2.543224299270106792e-02,9.782502879602319457e-01,7.263993893771539256e-02,1.041264644586405394e-05,2.881422482913114146e-12
1.419290354822588540e+01,3.617646012945035866e-51,5.611829757587420331e-36,1.680511326273245324e-23,9.714905179139895019e-14,1.084166176915813344e-06,2.335679820426752110e-02,9.713839621125942569e-01,7.798816738157354767e-02,1.208722669665282983e-05,3.616469324589378589e-12
1.421789105447276391e+01,2.246309117550038233e-51,3.767560534057948268e-36,1.219858608644264385e-23,7.624632533782054677e-14,9.200014384021742158e-07,2.142980705506646391e-02,9.636252722217990563e-01,8.364852125770802505e-02,1.401743401581580970e-05,4.534599533078264656e-12
1.424287856071964065e+01,1.393443227094372204e-51,2.526924686964810729e-36,8.846140951913664677e-24,5.978270719996730054e-14,7.799333056004125759e-07,1.964262480426044385e-02,9.549964165641638969e-01,8.963221497329430798e-02,1.624002455408583945e-05,5.680275504181199212e-12
1.426786606696651738e+01,8.635457402741521398e-52,1.693170393116392311e-36,6.408767594142066619e-24,4.682831657872933862e-14,6.605454945744808614e-07,1.798693187087130330e-02,9.455219399435821348e-01,9.595029133150194400e-02,1.879668012158621388e-05,7.108470571036225054e-12
1.429285357321339234e+01,5.346354123848151094e-52,1.133405566665813078e-36,4.638435250773017775e-24,3.664526121306173323e-14,5.588873901471520219e-07,1.645473779501563025e-02,9.352286174029126320e-01,1.026135646768776694e-01,2.173461381890719364e-05,8.887083227090842762e-12
1.431784107946026907e+01,3.306788395786232884e-52,7.579600660858947855e-37,3.353858861078284244e-24,2.864860014453028866e-14,4.724133864193649339e-07,1.503838333134306648e-02,9.241453282145560832e-01,1.096325611575896808e-01,2.510724227870821291e-05,1.109988892725109980e-11
1.434282858570714581e+01,2.043296525086841272e-52,5.063882462294352828e-37,2.422670630196678873e-24,2.237511613543130626e-14,3.989297160617276467e-07,1.373054082032668100e-02,9.123029209797823835e-01,1.170174562628693293e-01,2.897493076624761842e-05,1.385014520936147680e-11
1.436781609195402254e+01,1.261341532284203378e-52,3.379848366743253971e-37,1.748317378428322759e-24,1.745836216544155342e-14,3.365479026987233468e-07,1.252421298195677962e-02,8.997340707180531139e-01,1.247780098243040925e-01,3.340581783183976919e-05,1.726498989638646984e-11
1.439280359820089750e+01,7.778758771174006024e-53,2.253653399193547898e-37,1.260440887110273828e-24,1.360874282366545700e-14,2.836440626282098024e-07,1.141273027431467975e-02,8.864731288719186475e-01,1.329234987005042390e-01,3.847672666612847665e-05,2.150080094272223755e-11
1.441779110444777423e+01,4.792523150885083882e-53,1.501251106518324349e-37,9.078226183544256383e-25,1.059763172555408474e-14,2.388233653776750979e-07,1.038974695653958717e-02,8.725559671896605529e-01,1.414626473958978670e-01,4.427417077801451567e-05,2.674972098648538604e-11
1.444277861069465096e+01,2.949812715302758663e-53,9.990698767543802999e-38,6.532145101186683708e-25,8.244720701351620335e-15,2.008890378662450524e-07,9.449235991959667458e-03,8.580198164765735491e-01,1.504035568957068081e-01,5.089546209235533300e-05,3.324759093827063894e-11
1.446776611694152948e+01,1.813848354232581873e-53,6.642242037138178311e-38,4.695555258352689455e-25,6.407953930351294363e-15,1.688153648557488271e-07,8.585482922730681976e-03,8.429031012263709099e-01,1.597536320302840318e-01,5.844993004696869481e-05,4.128358624294228099e-11
1.449275362318840621e+01,1.114253008470487525e-53,4.411739260294383453e-38,3.372053033699105856e-25,4.975527392294018842e-15,1.417241995403821516e-07,7.793078842317231747e-03,8.272452711567452877e-01,1.695195077125914440e-01,6.706026075221979547e-05,5.121190828625721794e-11
1.451774112943528294e+01,6.838218341023122876e-54,2.927394722387764943e-38,2.419235490262320899e-25,3.859536659886357690e-15,1.188645531121472209e-07,7.066912586647316509e-03,8.110866306774539014e-01,1.797069744224454313e-01,7.686396575725782819e-05,6.346595353619253342e-11
1.454272863568215790e+01,4.192551632114537943e-54,1.940568788400505170e-38,1.733956514553060000e-25,2.990938805170680175e-15,9.959488148424606704e-08,6.402162258870859948e-03,7.944681673157140134e-01,1.903209033398318151e-01,8.801499043974732176e-05,7.857546646831322319e-11
1.456771614192903463e+01,2.567971408664045504e-54,1.285147887274596286e-38,1.241579595221435531e-25,2.315560819687332566e-15,8.336773155727789114e-08,5.794286196432987118e-03,7.774313801121540690e-01,2.013651715568767486e-01,1.006854724951731437e-04,9.718728153846090027e-11
1.459270364817591137e+01,1.571369272697201839e-54,8.502633886703367535e-39,8.881518800705196192e-26,1.790940533190129215e-15,6.971644894077255912e-08,5.239013482723224938e-03,7.600181089815227775e-01,2.128425878234988800e-01,1.150676614410477410e-04,1.200903772588692489e-10
1.461769115442278810e+01,9.606001210005670252e-55,5.619920344786315390e-39,6.347112856696381677e-26,1.383829061647206866e-15,5.824368432881405469e-08,4.732334098950065522e-03,7.422703660059043473e-01,2.247548193051465137e-01,1.313760104636982372e-04,1.482461051068476167e-10
1.464267866066966306e+01,5.866557418019574397e-55,3.710933303874656104e-39,4.531495046498197789e-26,1.068218355471796735e-15,4.861146717520943777e-08,4.270488805192892631e-03,7.242301695949139306e-01,2.371023198518862063e-01,1.498494523128211439e-04,1.828246214010000942e-10
1.466766616691653979e+01,3.579318312121105234e-55,2.448005819243066793e-39,3.232087479040294068e-26,8.237851023480739836e-16,4.053264329172672166e-08,3.849958832859875363e-03,7.059393824075006485e-01,2.498842602962241255e-01,1.707538712832324887e-04,2.252487459085834213e-10
1.469265367316341653e+01,2.181692944362756368e-55,1.613310836329899284e-39,2.303037513321626491e-26,6.346644014722599220e-16,3.376349784391082244e-08,3.467455464092318324e-03,6.874395538842001940e-01,2.630984613120008198e-01,1.943847836047424553e-04,2.772467020231524961e-10
1.471764117941029504e+01,1.328505142957043222e-55,1.062184510703093966e-39,1.639438861560754513e-26,4.884843483244666429e-16,2.809740725639088842e-08,3.119909567053133752e-03,6.687717681873526221e-01,2.767413293782876593e-01,2.210702387798673210e-04,3.409154659444726617e-10
1.474262868565717177e+01,8.081819766857416098e-56,6.986476221404263813e-40,1.165911932089198849e-26,3.756068246436334994e-16,2.335938305052766325e-08,2.804461149569440013e-03,6.499764982906685029e-01,2.908077964000078675e-01,2.511739545540426772e-04,4.187967734441587745e-10
1.476761619190404851e+01,4.911694992549944881e-56,4.590845894201346380e-40,8.283475203350497309e-27,2.885310820630599325e-16,1.940138788374765365e-08,2.518448987303715733e-03,6.310934668990104690e-01,3.052912635408883690e-01,2.850986982627111747e-04,5.139682106678307016e-10
1.479260369815092346e+01,2.982153040987512434e-56,3.013724522854599638e-40,5.879436635240932672e-27,2.214257081962623558e-16,1.609831928084532646e-08,2.259400376543550196e-03,6.121615148151922092e-01,3.201835498239063993e-01,3.232899272613943371e-04,6.301522594409317615e-10
1.481759120439780020e+01,1.808859239202545667e-56,1.976472142397948948e-40,4.169031340631457202e-27,1.697617284420564171e-16,1.334456995974596848e-08,2.025021055852838092e-03,5.932184773034150371e-01,3.354748460495806661e-01,3.662397009958601830e-04,7.718466886046577865e-10
1.484257871064467693e+01,1.096114507497429921e-56,1.294953432413761422e-40,2.953322769924771847e-27,1.300252934163055006e-16,1.105108545447217260e-08,1.813185335245516170e-03,5.743010689295642290e-01,3.511536745729103570e-01,4.144908769956518239e-04,9.444802935693154442e-10
1.486756621689155367e+01,6.635648722159139303e-57,8.476057862725259952e-41,2.090080318731953928e-27,9.949292632025487364e-17,9.142850104121418873e-09,1.621926466242849547e-03,5.554447772873934985e-01,3.672068554655181782e-01,4.686416026615572699e-04,1.154598700992991162e-09
1.489255372313842862e+01,4.013166301515585074e-57,5.542554632271884302e-41,1.477717259256654058e-27,7.605589388369937277e-17,7.556741569100146885e-09,1.449427281174983130e-03,5.366837659475410804e-01,3.836194795703161686e-01,5.293501141509170636e-04,1.410085790887277455e-09
1.491754122938530536e+01,2.424751487670435090e-57,3.620781857162015187e-41,1.043748883432764411e-27,5.808310881919568025e-17,6.239701999134752626e-09,1.294011125395049889e-03,5.180507868937903604e-01,4.003748889318912707e-01,5.973398529290762250e-04,1.720427263584335327e-09
1.494252873563218209e+01,1.463604109353677199e-57,2.363039854716974592e-41,7.365072225775416092e-28,4.431422309813040223e-17,5.147180941549850732e-09,1.154133101698623376e-03,4.995771026388095559e-01,4.174546650566308137e-01,6.734049096349951002e-04,2.097024015706991332e-09
1.496751624187905882e+01,8.825845364306394078e-58,1.540692755638924840e-41,5.191995464767105540e-28,3.377635140761424355e-17,4.241811159362806286e-09,1.028371642183713037e-03,4.812924181402479795e-01,4.348386254225651282e-01,7.584158037888455092e-04,2.553564312543042704e-09
1.499250374812593734e+01,5.316983540691763620e-58,1.003546135030515451e-41,3.656519609523236708e-28,2.571926996115497983e-17,3.492283831057313179e-09,9.154204190489185176e-04,4.632248225682751297e-01,4.525048286199063186e-01,8.533256065332548747e-04,3.106465282546822509e-09
1.501749125437281407e+01,3.200004771643803083e-58,6.530327364106827564e-42,2.572632888439550766e-28,1.956504484896270495e-17,2.872394220461714046e-09,8.140806024048755606e-04,4.454007409078285518e-01,4.704295884595826038e-01,9.591764120327865312e-04,3.775396045576655390e-09
1.504247876061969080e+01,1.924031792547828677e-58,4.245304746650143996e-42,1.808273159054001466e-28,1.486891800768173333e-17,2.360232918863276829e-09,7.232534700620002650e-04,4.278448953135599031e-01,4.885874973388532605e-01,1.077106161343272276e-03,4.583896856904311230e-09
1.506746626686656576e+01,1.155713457035955401e-58,2.757141769705433062e-42,1.269774387226550488e-28,1.128896674107047612e-17,1.937501246063435434e-09,6.419333714482344973e-04,4.105802760732727430e-01,5.069514591004928850e-01,1.208355820489040357e-03,5.560111045998464639e-09
1.509245377311344249e+01,6.935286464643831014e-59,1.788898221248751430e-42,8.907696211168106511e-29,8.562593534121029335e-18,1.588932417968735002e-09,5.692010452930003350e-04,3.936281219767834294e-01,5.254927315655317788e-01,1.354276912139311742e-03,6.737649300216540558e-09
1.511744127936031923e+01,4.157717207042991847e-59,1.159547315689856882e-42,6.242816078955831237e-29,6.488327631651295528e-18,1.301802703525411743e-09,5.042172884779983801e-04,3.770079098322008382e-01,5.441809788592520958e-01,1.516339397641861507e-03,8.156609042729004794e-09
1.514242878560719596e+01,2.490128720269854936e-59,7.508749664887943854e-43,4.370911278884589286e-29,4.911753043293766692e-18,1.065519054636972438e-09,4.462169714876528946e-04,3.607373528207093449e-01,5.629843335866933085e-01,1.696139903242682408e-03,9.864775342144917225e-09
1.516741629185407092e+01,1.489926881654054029e-59,4.857614926480116823e-43,3.057311925136327659e-29,3.714638727439301695e-18,8.712716444554016744e-10,3.945033941793897451e-04,3.448324073345442331e-01,5.818694688475392063e-01,1.895410281084755014e-03,1.191903403706399122e-08
1.519240379810094765e+01,8.906035512503338910e-60,3.139459257007248266e-43,2.136406139932576872e-29,2.806551071629437052e-18,7.117414320227021936e-10,3.484429741209556339e-04,3.293072879009940057e-01,6.008016800116088296e-01,2.116026492031085598e-03,1.438703263944062725e-08
1.521739130434782439e+01,5.318390197157023401e-60,2.027042835358162158e-43,1.491434526351106728e-29,2.118388573026586621e-18,5.808543197861018748e-10,3.074602584942596486e-04,3.141744897582754437e-01,6.197449761056508244e-01,2.360017793491218322e-03,1.734913018301992807e-08
1.524237881059470290e+01,3.172870012606432897e-60,1.307516895237674066e-43,1.040161741984254223e-29,1.597403415497181020e-18,4.735747158612246400e-10,2.710332495267188998e-04,2.994448186169689219e-01,6.386621805904364457e-01,2.629576211246071205e-03,2.090068360455069914e-08
1.526736631684157963e+01,1.891039807293652294e-60,8.425738970373182317e-44,7.247260421578749272e-30,1.203371995103793507e-18,3.857323821205363071e-10,2.386890325667494455e-04,2.851274271136023941e-01,6.575150412346949524e-01,2.927066269762182947e-03,2.515472559490361895e-08
1.529235382308845637e+01,1.125966242262589314e-60,5.424316223292157023e-44,5.044558548866325332e-30,9.056523119698346265e-19,3.138773659095969631e-10,2.099996952537533791e-04,2.712298574407568386e-01,6.762643487200610259e-01,3.255034950670462456e-03,3.024509725628851081e-08
1.531734132933533132e+01,6.697710583360681284e-61,3.488657280163343304e-44,3.507912682760170391e-30,6.809252014835065290e-19,2.551585981291451299e-10,1.845785257298155778e-04,2.577580896208920280e-01,6.948700635393266767e-01,3.616221843961720146e-03,3.633010848599734588e-08
1.534232883558220806e+01,3.980188975102006281e-61,2.241547377830489790e-44,2.436972847181344006e-30,5.114622960747321225e-19,2.072224116112391799e-10,1.620764774848122800e-04,2.447165948786804435e-01,7.132914506798112564e-01,4.013569451037290667e-03,4.359680992729232851e-08
1.536731634182908479e+01,2.362965145534818201e-61,1.438844450815058604e-44,1.691332188074312773e-30,3.837992732201719860e-19,1.681278068815912660e-10,1.421788882045476373e-04,2.321083935590597946e-01,7.314872215149936796e-01,4.450233593061094645e-03,5.226597275143624367e-08
1.539230384807596153e+01,1.401481105618894362e-61,9.226905609500195002e-45,1.172690605441691427e-30,2.877206151402554429e-19,1.362757812046406652e-10,1.246024398883267706e-04,2.199351170351192541e-01,7.494156822616128144e-01,4.929593872115360306e-03,6.259788664671457777e-08
1.541729135432283648e+01,8.304117518008922218e-62,5.911185899287546107e-45,8.122959463784930053e-31,2.154835493181298320e-19,1.103504531193086884e-10,1.090923475049517671e-04,2.081970730512988366e-01,7.670348882966510073e-01,5.455264126488014974e-03,7.489910239514604536e-08
1.544227886056971322e+01,4.915594325027492651e-62,3.783288544511044669e-45,5.621101586015787050e-31,1.612254392054201970e-19,8.927006877687612076e-11,9.541976355128787299e-05,1.968933139528216691e-01,7.843028035698270672e-01,6.031102815051643355e-03,8.953026354101353179e-08
1.546726636681658995e+01,2.906932114625565052e-62,2.419026473932948137e-45,3.886018736428089228e-31,1.205117311471902887e-19,7.214627718997950884e-11,8.337938605345564453e-05,1.860217072616635603e-01,8.011774642928974899e-01,6.661223259165374028e-03,1.069151921452242321e-07
1.549225387306346846e+01,1.717394444173634647e-62,1.545212046813653387e-45,2.683889643448184386e-31,8.999147903708425557e-20,5.825031668499414018e-11,7.278725779576107656e-05,1.755790080722912094e-01,8.176171460379393352e-01,7.350003663889768599e-03,1.275514167478345650e-07
1.551724137931034520e+01,1.013634830775279591e-62,9.860793348776300372e-46,1.851828342873378716e-31,6.713511887335764664e-20,4.698497105593213311e-11,6.347874486629909749e-05,1.655609327567020561e-01,8.335805333332698686e-01,8.102096833593933067e-03,1.520223567252346427e-07
1.554222888555722193e+01,5.976808009813256002e-63,6.286543682857306426e-46,1.276477333144073602e-31,5.003506207720880689e-20,3.786133686323495453e-11,5.530668296072688072e-05,1.559622334875174487e-01,8.490268908084228627e-01,8.922439490315188515e-03,1.810114065531617706e-07
1.556721639180409689e+01,3.520735452404607558e-63,4.003947053741455821e-46,8.790261516454738266e-32,3.725421629623124985e-20,3.047959792352811037e-11,4.813968027816522806e-05,1.467767731098247874e-01,8.639162349089613002e-01,9.816261096558134489e-03,2.153181964248821479e-07
1.559220389805097362e+01,2.071923849930283307e-63,2.547657383196572317e-46,6.047373499793475265e-32,2.771103383504269460e-20,2.451313351999951850e-11,4.186056626713174585e-05,1.379975999166693224e-01,8.782095051784254425e-01,1.078909207766649836e-02,2.558773426089320705e-07
1.561719140429785035e+01,1.218121178063375115e-63,1.619459258795417691e-46,4.156311579853062299e-32,2.059237003014347580e-20,1.969539685006793631e-11,3.636497592747670293e-05,1.296170219093512321e-01,8.918687340885915749e-01,1.184677133253129143e-02,3.037800422769407883e-07
1.564217891054472709e+01,7.154569489404010106e-64,1.028431426902432438e-46,2.853814301388624527e-32,1.528749213673721397e-20,1.580909281918012246e-11,3.156005983961805890e-05,1.216266801515266949e-01,9.048572143908796273e-01,1.299545291529933567e-02,3.602989137365562841e-07
1.566716641679160205e+01,4.198100456088971025e-64,6.524646096186603421e-47,1.957580503123255618e-32,1.133815703735034904e-20,1.267726213942257945e-11,2.736331056900024726e-05,1.140176208553278225e-01,9.171396629612764695e-01,1.424161176499143949e-02,4.269165345474176350e-07
1.569215392303847878e+01,2.460925435700004603e-64,4.135374913061372331e-47,1.341497476139664543e-32,8.400884175987124514e-21,1.015594406381502771e-11,2.370149657619990429e-05,1.067803658678761758e-01,9.286823801187875649e-01,1.559204835462403918e-02,5.053581873945152381e-07
1.571714142928535551e+01,1.441187184857219666e-64,2.618479183387566313e-47,9.184095626620455134e-33,6.218474165861950509e-21,8.128144912648212496e-12,2.050969524679860831e-05,9.990498125743545177e-02,9.394534034131636346e-01,1.705389212663807608e-02,5.976293873919159889e-07
1.574212893553223402e+01,8.431767766232738179e-65,1.656378827744756900e-47,6.281440382709010299e-33,4.598529531751193804e-21,6.498885470975770158e-12,1.773041713589391930e-05,9.338114372965160281e-02,9.494226549015487571e-01,1.863460357727680233e-02,7.060588352753682604e-07
1.576711644177911076e+01,4.928255203958171987e-65,1.046758566181237518e-47,4.291986976816853189e-33,3.397272889284981230e-21,5.191138754066855410e-12,1.531281399642063032e-05,8.719820463565655655e-02,9.585620809655454044e-01,2.034197484910808471e-02,8.333475193321695100e-07
1.579210394802598749e+01,2.877690281174002802e-65,6.608603328375937570e-48,2.929772221159275255e-33,2.507368670299419199e-21,4.142501736812339031e-12,1.321196362525100081e-05,8.134525136490834696e-02,9.668457837599487847e-01,2.218412868826962273e-02,9.826247755639169529e-07
1.581709145427286245e+01,1.678692766396816560e-65,4.168205804024573182e-48,1.997954650329368379e-33,1.848767358647012738e-21,3.302471429738285002e-12,1.138822501385486257e-05,7.581116594633773020e-02,9.742501434316829245e-01,2.416951562131552239e-02,1.157512211164868048e-06
1.584207896051973918e+01,9.783059527195055808e-66,2.626424562597920269e-48,1.361174184772905246e-33,1.361829201837528552e-21,2.630218010017023661e-12,9.806657729014057288e-06,7.058468071135454158e-02,9.807539303020579302e-01,2.630690920587566706e-02,1.362196501641304918e-06
1.586706646676661592e+01,5.695796721199707551e-66,1.653320370543653260e-48,9.264416888324487670e-34,1.002165224445413977e-21,2.092766300682407912e-12,8.436499872071097396e-06,6.565443090141022398e-02,9.863384062668473229e-01,2.860539920978927286e-02,1.601512187534421135e-06
1.589205397301349265e+01,3.312917145422960422e-66,1.039741575582303279e-48,6.299394157870662440e-34,7.367706593123536266e-22,1.663512342973306472e-12,7.250699371120002794e-06,6.100900413084484053e-02,9.909874147364785557e-01,3.107438257505970580e-02,1.881035723507686095e-06
1.591704147926036761e+01,1.925054263174060331e-66,6.532360015175717768e-49,4.279133001478878024e-34,5.411300160340035090e-22,1.321014637822155035e-12,6.225493748481449000e-06,5.663698664258029480e-02,9.946874585121977530e-01,3.372355202597052126e-02,2.207192171299745366e-06
1.594202898550724434e+01,1.117510687548555381e-66,4.100068584429490399e-49,2.903949737025987031e-34,3.970518599215200420e-22,1.048010274420077982e-12,5.340033875055304337e-06,5.252700631964828115e-02,9.974277650728932132e-01,3.656288218511532379e-02,2.587376079524255944e-06
1.596701649175412108e+01,6.480920630259054711e-67,2.570919268796902029e-49,1.968786909811909890e-34,2.910510383564322106e-22,8.306149792968430831e-13,4.576047573318853259e-06,4.866777243949271109e-02,9.992003388306092138e-01,3.960261306698858313e-02,3.030088258317576770e-06
1.599200399800099781e+01,3.754897000058215926e-67,1.610504954292639200e-49,1.333474267136833379e-34,2.131411866653088073e-22,6.576734130411638464e-13,3.917539261650503713e-06,4.504811218032113429e-02,1.000000000000000000e+00,4.285323082626046193e-02,3.545090336196949815e-06
1.601699150424787632e+01,2.173379979523814888e-67,1.007887360933881321e-49,9.022915152548270449e-35,1.559343929270225298e-22,5.202320690647937990e-13,3.350522144338729544e-06,4.165700390946647930e-02,9.998244098172628380e-01,4.632544564695426081e-02,4.143579180978610079e-06
1.604197901049475306e+01,1.256752054788288465e-67,6.301417303435731689e-50,6.099376129687465338e-35,1.139705794712836976e-22,4.111121035558130755e-13,2.862779744267105210e-06,3.848360730266844887e-02,9.986740819367126987e-01,5.003016666953927910e-02,4.838383476984679091e-06
1.606696651674162979e+01,7.260054048420985342e-68,3.935870415775643392e-50,4.119080373292522078e-35,8.321850452457481241e-23,3.245635268328227135e-13,2.443653849191023486e-06,3.551729036037284959e-02,9.965523799272718586e-01,5.397847386548056819e-02,5.644184977766776710e-06
1.609195402298850652e+01,4.189926570063010701e-68,2.455950727741343038e-50,2.779018415392920872e-35,6.070484657183569681e-23,2.559855630800421442e-13,2.083856198197726500e-06,3.274765340257666801e-02,9.934655008859555325e-01,5.818158678306273313e-02,6.577767197866077061e-06
1.611694152923537970e+01,2.415734924341762302e-68,1.530998678757411901e-50,1.873091060949054144e-35,4.423877908025899517e-23,2.017007625016515085e-13,1.775301472921417913e-06,3.016455013738536181e-02,9.894224452800779446e-01,6.265083010437279276e-02,7.658294569329920291e-06
1.614192903548225644e+01,1.391452713772607150e-68,9.534683696372416463e-51,1.261254317565965054e-35,3.220766256688924845e-23,1.587727310622250789e-13,1.510959379008906282e-06,2.775810591034886740e-02,9.844349732235763151e-01,6.739759597115567435e-02,8.907625369331627878e-06
1.616691654172913317e+01,8.006891332497610127e-69,5.932176619492088186e-51,8.484431519858881028e-36,2.342564678088000848e-23,1.248592145083091636e-13,1.284723807894014290e-06,2.551873325182571831e-02,9.785175474847315202e-01,7.243330305682280090e-02,1.035066202470956728e-05
1.619190404797600991e+01,4.602944355422653593e-69,3.687212466494958258e-51,5.701894002563915434e-36,1.702159612423948063e-23,9.809380701614062829e-14,1.091297257880598256e-06,2.343714484812001175e-02,9.716872636118234485e-01,7.776935238320061006e-02,1.201574271785077414e-05
1.621689155422288664e+01,2.643527442841946226e-69,2.289594442078206058e-51,3.828175491580771722e-36,1.235621000414409645e-23,7.699081009096159580e-14,9.260888676333412212e-07,2.150436406904342526e-02,9.639637676491804585e-01,8.341707990351653057e-02,1.393507855621128425e-05
1.624187906046976337e+01,1.516729835361773777e-69,1.420349651280214486e-51,2.567679688107458368e-36,8.960795955203841922e-24,6.036879356377191189e-14,7.851245752199691669e-07,1.971173318990116288e-02,9.553691619978726957e-01,8.938770589762429220e-02,1.614524092485991529e-05
1.626686656671664366e+01,8.693785974599666760e-70,8.802545606942577203e-52,1.720545494655904428e-36,6.492085093112057207e-24,4.728924849967637070e-14,6.649680626428926757e-07,1.805091944979307292e-02,9.459279000523046488e-01,9.569228125141869545e-02,1.868770401748707136e-05
1.629185407296351684e+01,4.978356201612071487e-70,5.450013861550587133e-52,1.151775361462655613e-36,4.698920821463330923e-24,3.700740527496595516e-14,5.626512801418471120e-07,1.651391909063572652e-02,9.356666703155330778e-01,1.023416307196619857e-01,2.160944793584002044e-05
1.631684157921039358e+01,2.847995495084849422e-70,3.371034816073888489e-52,7.702748450399992014e-37,3.397726040250439840e-24,2.893284683756179635e-14,4.756134672332364896e-07,1.509305952253261508e-02,9.246142707616339385e-01,1.093462932999290510e-01,2.496362815977543783e-05
1.634182908545727031e+01,1.627679661848860440e-70,2.083076296692587809e-52,5.146357533401347576e-37,2.454454006222302007e-24,2.259800018829068195e-14,4.016476992557002590e-07,1.378099976117071364e-02,9.128014742725155672e-01,1.167164598747886251e-01,2.881031761893257932e-05
1.636681659170414704e+01,9.293405430918760036e-71,1.285948050461091443e-52,3.435029745911846722e-37,1.771322935742779431e-24,1.763295730450020274e-14,3.388540898675835580e-07,1.257072928185318413e-02,9.002608860284662118e-01,1.244619083096770440e-01,3.321732804108490741e-05
1.639180409795102378e+01,5.300991880919448407e-71,7.930817929340767016e-53,2.290537244283584800e-37,1.277076466432426295e-24,1.374537561142785808e-14,2.855988722265613031e-07,1.145556543275086554e-02,8.870267937764199084e-01,1.325919362247307554e-01,3.826111770961257007e-05
1.641679160419790051e+01,3.020756385885405491e-71,4.886398062640608821e-53,1.525880494860875798e-37,9.198401579465900998e-25,1.070445045107339489e-14,2.404786651742542861e-07,1.042914954702013272e-02,8.731350119368070928e-01,1.411152916900882126e-01,4.402779323111159087e-05
